plot_id,alternative_plot_id,site_id,site_name,habitat,habitat_simple,project,seq_run,fg_soil_project,latitude,longitude,altitude,eDNA_sequence_data_available,phys_chem_data_available,phys_chem_patches_analyzed,clay,silt,sand,pH,TN,OC,CN,AP  
BUG-1384,BUG_1384,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,4.930872917,-52.4033165,8,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1385,BUG_1385,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.764276028,-52.33665848,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1386,BUG_1386,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.839251995,-52.3479805,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1387,BUG_1387,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,5.036952019,-52.50564194,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1388,BUG_1388,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.894060135,-52.27710724,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1389,BUG_1389,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.826797962,-52.35717773,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1390,BUG_1390,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.836195946,-52.34697342,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1391,BUG_1391,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.872107983,-52.32527924,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1392,BUG_1392,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,5.009901047,-52.47549057,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1393,BUG_1393,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.839496136,-52.32424927,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1394,BUG_1394,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.925710678,-52.37149429,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1395,BUG_1395,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.914457798,-52.27721405,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1396,BUG_1396,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,5.005941868,-52.46495438,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1397,BUG_1397,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.854831219,-52.33590317,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1398,BUG_1398,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.76467514,-52.33707047,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1399,BUG_1399,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.890147209,-52.28908157,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1400,BUG_1400,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.875101089,-52.31450272,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1401,BUG_1401,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.879168987,-52.31919479,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1402,BUG_1402,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1403,BUG_1403,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.888531208,-52.28037262,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1404,BUG_1404,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.883598804,-52.27621078,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1405,BUG_1405,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.888239861,-52.2930336,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1406,BUG_1406,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.926170349,-52.29882813,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1407,BUG_1407,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.921080112,-52.30300903,15,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1408,BUG_1408,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.924146175,-52.31391144,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1409,BUG_1409,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.915167809,-52.30764008,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1410,BUG_1410,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.915935993,-52.31817627,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1411,BUG_1411,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.923871994,-52.31560135,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1412,BUG_1412,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.920930862,-52.30404282,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1413,BUG_1413,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.923899174,-52.31411362,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1414,BUG_1414,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.916779041,-52.30823898,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1415,BUG_1415,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.925662041,-52.30048752,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1416,BUG_1416,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.93256712,-52.3318634,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1417,BUG_1417,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.91928196,-52.29333878,18,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1418,BUG_1418,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.925932884,-52.29961014,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1419,BUG_1419,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.9358778,-52.28616714,17,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1421,BUG_1421,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1422,BUG_1422,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1423,BUG_1423,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1424,BUG_1424,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1425,BUG_1425,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1426,BUG_1426,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1427,BUG_1427,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1428,BUG_1428,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1429,BUG_1429,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1430,BUG_1430,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1431,BUG_1431,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1432,BUG_1432,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1433,BUG_1433,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1434,BUG_1434,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1435,BUG_1435,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1436,BUG_1436,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1437,BUG_1437,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1438,BUG_1438,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1439,BUG_1439,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1440,BUG_1440,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1441,BUG_1441,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1442,BUG_1442,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1443,BUG_1443,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1444,BUG_1444,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1445,BUG_1445,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1446,BUG_1446,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1447,BUG_1447,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1448,BUG_1448,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1449,BUG_1449,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1450,BUG_1450,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1451,BUG_1451,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1452,BUG_1452,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1453,BUG_1453,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1454,BUG_1454,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1455,BUG_1455,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1456,BUG_1456,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1457,BUG_1457,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1458,BUG_1458,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1459,BUG_1459,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1460,BUG_1460,URB_REG,Regina,Schoolyard,Urban Area,BUG,BUG,yes,4.3125,-52.12960052,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1461,BUG_1461,URB_SLM,Saint-Laurent-du-Maroni,Garden,Urban Area,BUG,BUG,yes,5.461500168,-54.04219818,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1462,BUG_1462,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.939400196,-52.29090118,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1463,BUG_1463,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.87319994,-52.31629944,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1464,BUG_1464,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1465,BUG_1465,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1466,BUG_1466,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1467,BUG_1467,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1468,BUG_1468,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1469,BUG_1469,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1470,BUG_1470,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1471,BUG_1471,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1472,BUG_1472,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1473,BUG_1473,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1474,BUG_1474,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1475,BUG_1475,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1476,BUG_1476,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1477,BUG_1477,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1478,BUG_1478,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1479,BUG_1479,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1480,BUG_1480,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1481,BUG_1481,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1482,BUG_1482,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1483,BUG_1483,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1484,BUG_1484,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1485,BUG_1485,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1486,BUG_1486,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1487,BUG_1487,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1488,BUG_1488,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1489,BUG_1489,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1490,BUG_1490,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1491,BUG_1491,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1492,BUG_1492,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1493,BUG_1493,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1494,BUG_1494,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1495,BUG_1495,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1496,BUG_1496,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1497,BUG_1497,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1498,BUG_1498,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1499,BUG_1499,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1500,BUG_1500,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1501,BUG_1501,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1502,BUG_1502,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1503,BUG_1503,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1504,BUG_1504,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1505,BUG_1505,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1506,BUG_1506,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1507,BUG_1507,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1508,BUG_1508,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1509,BUG_1509,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1510,BUG_1510,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1511,BUG_1511,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1512,BUG_1512,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1513,BUG_1513,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1514,BUG_1514,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1515,BUG_1515,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1516,BUG_1516,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1517,BUG_1517,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1518,BUG_1518,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1519,BUG_1519,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1520,BUG_1520,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1521,BUG_1521,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1522,BUG_1522,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.880223751,-52.28917694,20,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1523,BUG_1523,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.169611931,-52.64384842,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1524,BUG_1524,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.169611931,-52.64384842,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1525,BUG_1525,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.169611931,-52.64384842,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1526,BUG_1526,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.169611931,-52.64384842,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1527,BUG_1527,URB_KOU,Kourou,Schoolyard,Urban Area,BUG,BUG,yes,5.169611931,-52.64384842,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
